Incentive Strategy,Total to Distribute,Time taken to achieve 95% adoption
['Highest_gamma'],35000.0,0.0
['Highest_gamma'],36551.724137931036,0.0
['Highest_gamma'],38103.44827586207,0.0
['Highest_gamma'],39655.1724137931,0.0
['Highest_gamma'],41206.89655172414,0.0
['Highest_gamma'],42758.620689655174,0.0
['Highest_gamma'],44310.3448275862,1.0
['Highest_gamma'],45862.06896551724,1.0
['Highest_gamma'],47413.793103448275,1.0
['Highest_gamma'],48965.51724137931,1.0
['Highest_gamma'],50517.24137931035,1.0
['Highest_gamma'],52068.96551724138,1.0
['Highest_gamma'],53620.68965517241,1.0
['Highest_gamma'],55172.41379310345,1.0
['Highest_gamma'],56724.13793103448,1.0
['Highest_gamma'],58275.862068965514,1.0
['Highest_gamma'],59827.58620689655,1.0
['Highest_gamma'],61379.31034482759,1.0
['Highest_gamma'],62931.03448275862,1.0
['Highest_gamma'],64482.75862068965,1.0
['Highest_gamma'],66034.4827586207,1.0
['Highest_gamma'],67586.20689655172,1.0
['Highest_gamma'],69137.93103448275,1.0
['Highest_gamma'],70689.6551724138,1.0
['Highest_gamma'],72241.37931034483,1.0
['Highest_gamma'],73793.10344827586,1.0
['Highest_gamma'],75344.8275862069,1.0
['Highest_gamma'],76896.55172413793,1.0
['Highest_gamma'],78448.27586206896,1.0
['Highest_gamma'],80000.0,1.0
['Lowest_gamma'],35000.0,0.0
['Lowest_gamma'],36551.724137931036,0.0
['Lowest_gamma'],38103.44827586207,0.0
['Lowest_gamma'],39655.1724137931,0.0
['Lowest_gamma'],41206.89655172414,0.0
['Lowest_gamma'],42758.620689655174,0.0
['Lowest_gamma'],44310.3448275862,0.0
['Lowest_gamma'],45862.06896551724,0.0
['Lowest_gamma'],47413.793103448275,0.0
['Lowest_gamma'],48965.51724137931,0.0
['Lowest_gamma'],50517.24137931035,0.0
['Lowest_gamma'],52068.96551724138,0.0
['Lowest_gamma'],53620.68965517241,0.0
['Lowest_gamma'],55172.41379310345,0.0
['Lowest_gamma'],56724.13793103448,0.0
['Lowest_gamma'],58275.862068965514,0.0
['Lowest_gamma'],59827.58620689655,0.0
['Lowest_gamma'],61379.31034482759,0.0
